,PhraseID,Note,TimeStamp,PieceID
142,PHRASE000573,E4,21/05/23 12:13:42,PIECE00094
143,PHRASE000573,D4,21/05/23 12:13:42,PIECE00094
144,PHRASE000573,C4,21/05/23 12:13:52,PIECE00094
145,PHRASE000573,B3,21/05/23 12:14:02,PIECE00094
146,PHRASE000573,D4,21/05/23 12:14:12,PIECE00094
147,PHRASE000573,A3,21/05/23 12:14:22,PIECE00094
148,PHRASE000573,rest,21/05/23 12:14:32,PIECE00094
149,PHRASE000573,END,21/05/23 12:13:22,PIECE00094
150,PHRASE000574,D4,21/05/23 12:13:32,PIECE00094
151,PHRASE000574,D4,21/05/23 12:13:42,PIECE00094
152,PHRASE000574,D4,21/05/23 12:13:42,PIECE00094
153,PHRASE000574,D4,21/05/23 12:13:42,PIECE00094
154,PHRASE000574,C4,21/05/23 12:13:42,PIECE00094
155,PHRASE000574,D4,21/05/23 12:13:52,PIECE00094
156,PHRASE000574,E4,21/05/23 12:14:12,PIECE00094
157,PHRASE000574,rest,21/05/23 12:14:22,PIECE00094
158,PHRASE000574,END,21/05/23 12:13:22,PIECE00094
159,PHRASE000575,G3,21/05/23 12:13:32,PIECE00094
160,PHRASE000575,E4,21/05/23 12:13:42,PIECE00094
161,PHRASE000575,E4,21/05/23 12:13:42,PIECE00094
162,PHRASE000575,G4,21/05/23 12:13:52,PIECE00094
163,PHRASE000575,G4,21/05/23 12:13:52,PIECE00094
164,PHRASE000575,F4,21/05/23 12:14:02,PIECE00094
165,PHRASE000575,D4,21/05/23 12:14:12,PIECE00094
166,PHRASE000575,rest,21/05/23 12:14:22,PIECE00094
167,PHRASE000575,END,21/05/23 12:13:22,PIECE00094
168,PHRASE000576,D4,21/05/23 12:13:32,PIECE00094
169,PHRASE000576,C4,21/05/23 12:13:42,PIECE00094
170,PHRASE000576,C4,21/05/23 12:13:42,PIECE00094
171,PHRASE000576,E4,21/05/23 12:13:52,PIECE00094
172,PHRASE000576,D4,21/05/23 12:14:02,PIECE00094
173,PHRASE000576,C4,21/05/23 12:14:22,PIECE00094
174,PHRASE000576,rest,21/05/23 12:14:32,PIECE00094
175,PHRASE000576,END,21/05/23 12:13:22,PIECE00094
176,PHRASE000577,G4,21/05/23 12:13:22,PIECE00095
177,PHRASE000577,C4,21/05/23 12:13:32,PIECE00095
178,PHRASE000577,D4,21/05/23 12:13:32,PIECE00095
179,PHRASE000577,E-4,21/05/23 12:13:42,PIECE00095
180,PHRASE000577,F4,21/05/23 12:13:42,PIECE00095
181,PHRASE000577,G4,21/05/23 12:13:52,PIECE00095
182,PHRASE000577,G4,21/05/23 12:13:52,PIECE00095
183,PHRASE000577,F4,21/05/23 12:14:02,PIECE00095
184,PHRASE000577,END,21/05/23 12:13:22,PIECE00095
185,PHRASE000578,G4,21/05/23 12:13:22,PIECE00095
186,PHRASE000578,G#4,21/05/23 12:13:32,PIECE00095
187,PHRASE000578,G4,21/05/23 12:13:32,PIECE00095
188,PHRASE000578,F4,21/05/23 12:13:32,PIECE00095
189,PHRASE000578,E-4,21/05/23 12:13:32,PIECE00095
190,PHRASE000578,F4,21/05/23 12:13:32,PIECE00095
191,PHRASE000578,G4,21/05/23 12:13:52,PIECE00095
192,PHRASE000578,rest,21/05/23 12:13:52,PIECE00095
193,PHRASE000578,END,21/05/23 12:13:22,PIECE00095
194,PHRASE000579,G4,21/05/23 12:13:22,PIECE00095
