,PhraseID,Note,StartTimestamp,EndTimestamp,PieceID
176,PHRASE000019,G4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
177,PHRASE000019,C4,21/05/23 12:13:23,21/05/23 12:13:33,PIECE00004
178,PHRASE000019,D4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00004
179,PHRASE000019,E-4,21/05/23 12:13:33,21/05/23 12:13:43,PIECE00004
180,PHRASE000019,F4,21/05/23 12:13:43,21/05/23 12:13:43,PIECE00004
181,PHRASE000019,G4,21/05/23 12:13:43,21/05/23 12:13:53,PIECE00004
182,PHRASE000019,G4,21/05/23 12:13:53,21/05/23 12:13:53,PIECE00004
183,PHRASE000019,F4,21/05/23 12:13:53,21/05/23 12:14:03,PIECE00004
184,PHRASE000019,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
185,PHRASE000020,G4,21/05/23 12:14:03,21/05/23 12:14:03,PIECE00004
186,PHRASE000020,G#4,21/05/23 12:14:03,21/05/23 12:14:13,PIECE00004
187,PHRASE000020,G4,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00004
188,PHRASE000020,F4,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00004
189,PHRASE000020,E-4,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00004
190,PHRASE000020,F4,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00004
191,PHRASE000020,G4,21/05/23 12:14:13,21/05/23 12:14:33,PIECE00004
192,PHRASE000020,rest,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
193,PHRASE000020,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
194,PHRASE000021,G4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
195,PHRASE000021,G4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
196,PHRASE000021,G#4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
197,PHRASE000021,B-4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
198,PHRASE000021,B-4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
199,PHRASE000021,G#4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
200,PHRASE000021,G4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00004
201,PHRASE000021,G4,21/05/23 12:14:33,21/05/23 12:14:43,PIECE00004
202,PHRASE000021,F4,21/05/23 12:14:43,21/05/23 12:14:43,PIECE00004
203,PHRASE000021,F4,21/05/23 12:14:43,21/05/23 12:14:53,PIECE00004
204,PHRASE000021,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
205,PHRASE000022,F4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
206,PHRASE000022,E-4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
207,PHRASE000022,F4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
208,PHRASE000022,G4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
209,PHRASE000022,G4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
210,PHRASE000022,F4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
211,PHRASE000022,E-4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00004
212,PHRASE000022,E-4,21/05/23 12:14:53,21/05/23 12:15:03,PIECE00004
213,PHRASE000022,D4,21/05/23 12:15:03,21/05/23 12:15:03,PIECE00004
214,PHRASE000022,D4,21/05/23 12:15:03,21/05/23 12:15:13,PIECE00004
215,PHRASE000022,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
216,PHRASE000023,G4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
217,PHRASE000023,G4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
218,PHRASE000023,F4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
219,PHRASE000023,E-4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
220,PHRASE000023,D4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
221,PHRASE000023,C4,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
222,PHRASE000023,B3,21/05/23 12:15:13,21/05/23 12:15:13,PIECE00004
223,PHRASE000023,C4,21/05/23 12:15:13,21/05/23 12:15:33,PIECE00004
224,PHRASE000023,rest,21/05/23 12:15:33,21/05/23 12:15:33,PIECE00004
225,PHRASE000023,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00004
226,PHRASE000024,G3,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
227,PHRASE000024,A3,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
228,PHRASE000024,G3,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
229,PHRASE000024,C4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
230,PHRASE000024,C4,21/05/23 12:13:23,21/05/23 12:13:33,PIECE00005
231,PHRASE000024,E3,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00005
232,PHRASE000024,E3,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00005
233,PHRASE000024,E3,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00005
234,PHRASE000024,G3,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00005
235,PHRASE000024,G3,21/05/23 12:13:33,21/05/23 12:13:43,PIECE00005
236,PHRASE000024,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
237,PHRASE000025,F3,21/05/23 12:13:43,21/05/23 12:13:43,PIECE00005
238,PHRASE000025,E3,21/05/23 12:13:43,21/05/23 12:13:43,PIECE00005
239,PHRASE000025,F3,21/05/23 12:13:43,21/05/23 12:13:43,PIECE00005
240,PHRASE000025,A3,21/05/23 12:13:43,21/05/23 12:13:43,PIECE00005
241,PHRASE000025,C4,21/05/23 12:13:43,21/05/23 12:13:53,PIECE00005
242,PHRASE000025,B3,21/05/23 12:13:53,21/05/23 12:13:53,PIECE00005
243,PHRASE000025,D4,21/05/23 12:13:53,21/05/23 12:13:53,PIECE00005
244,PHRASE000025,C4,21/05/23 12:13:53,21/05/23 12:14:03,PIECE00005
245,PHRASE000025,rest,21/05/23 12:14:03,21/05/23 12:14:13,PIECE00005
246,PHRASE000025,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
247,PHRASE000026,G3,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00005
248,PHRASE000026,G3,21/05/23 12:14:13,21/05/23 12:14:13,PIECE00005
249,PHRASE000026,F4,21/05/23 12:14:13,21/05/23 12:14:23,PIECE00005
250,PHRASE000026,D4,21/05/23 12:14:23,21/05/23 12:14:33,PIECE00005
251,PHRASE000026,G4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00005
252,PHRASE000026,F4,21/05/23 12:14:33,21/05/23 12:14:33,PIECE00005
253,PHRASE000026,E4,21/05/23 12:14:33,21/05/23 12:14:43,PIECE00005
254,PHRASE000026,C4,21/05/23 12:14:43,21/05/23 12:14:53,PIECE00005
255,PHRASE000026,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
256,PHRASE000027,G3,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00005
257,PHRASE000027,G3,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00005
258,PHRASE000027,A3,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00005
259,PHRASE000027,D4,21/05/23 12:14:53,21/05/23 12:14:53,PIECE00005
260,PHRASE000027,D4,21/05/23 12:14:53,21/05/23 12:15:03,PIECE00005
261,PHRASE000027,B3,21/05/23 12:15:03,21/05/23 12:15:03,PIECE00005
262,PHRASE000027,D4,21/05/23 12:15:03,21/05/23 12:15:03,PIECE00005
263,PHRASE000027,C4,21/05/23 12:15:03,21/05/23 12:15:13,PIECE00005
264,PHRASE000027,rest,21/05/23 12:15:13,21/05/23 12:15:23,PIECE00005
265,PHRASE000027,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00005
266,PHRASE000028,G3,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
267,PHRASE000028,C4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
268,PHRASE000028,D4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
269,PHRASE000028,E4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
270,PHRASE000028,F4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
271,PHRASE000028,G4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
272,PHRASE000028,A4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
273,PHRASE000028,G4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
274,PHRASE000028,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
275,PHRASE000029,E4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
276,PHRASE000029,F4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
277,PHRASE000029,E4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
278,PHRASE000029,F4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
279,PHRASE000029,G4,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
280,PHRASE000029,E4,21/05/23 12:13:23,21/05/23 12:13:33,PIECE00006
281,PHRASE000029,rest,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
282,PHRASE000029,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
283,PHRASE000030,C4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
284,PHRASE000030,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
285,PHRASE000030,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
286,PHRASE000030,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
287,PHRASE000030,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
288,PHRASE000030,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
289,PHRASE000030,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
290,PHRASE000030,C5,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
291,PHRASE000030,A4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
292,PHRASE000030,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
293,PHRASE000031,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
294,PHRASE000031,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
295,PHRASE000031,D4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
296,PHRASE000031,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
297,PHRASE000031,D4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
298,PHRASE000031,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
299,PHRASE000031,A4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
300,PHRASE000031,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
301,PHRASE000031,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
302,PHRASE000032,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
303,PHRASE000032,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
304,PHRASE000032,D4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
305,PHRASE000032,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
306,PHRASE000032,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
307,PHRASE000032,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
308,PHRASE000032,C5,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
309,PHRASE000032,B4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
310,PHRASE000032,END,21/05/23 12:13:23,21/05/23 12:13:23,PIECE00006
311,PHRASE000033,A4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
312,PHRASE000033,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
313,PHRASE000033,E4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
314,PHRASE000033,F4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
315,PHRASE000033,G4,21/05/23 12:13:33,21/05/23 12:13:33,PIECE00006
