C2 C2 D2 E2 A2 G2 E2 
C2 E-2 C#2 F2 E-2 E-2 
C2 C2 E2 F2 A2 G2 E2 
C2 E-2 C#2 C#2 B-1 rest rest 
C2 G2 G2 A2 G2 E2 rest 
C2 C2 C2 D2 C2 B-1 rest 
C2 C2 C2 D2 C2 E2 E2 E2 rest 
C2 C2 C2 D2 C2 F2 F2 F2 rest 
C2 C2 C2 D2 C2 A1 rest 
C2 C2 C2 D2 E2 E2 F2 rest 
C2 E-2 C#2 A2 D2 F#2 C#2 C#2 F2 E-2 E-2 rest 
C2 E-2 C#2 C#2 B-1 
C2 C2 D2 C2 B-1 
C2 C2 D2 E2 A2 G2 
C2 C2 E2 F2 A2 G2 E2 rest 
C2 C2 D2 C2 B-1 
C2 rest C2 C2 B-1 C2 G#1 G#1 G#1 
C2 C1 C2 C2 D2 C2 F2 F2 F2 
C2 C2 C2 D2 C2 A1 rest 
C2 C2 C2 D2 E2 E2 F2 rest rest rest rest rest 
